cve_id,vendor,product,vuln_name,dateAdded,dueDate,notes
CVE-2022-21971,Microsoft,Windows,Microsoft Windows Runtime Remote Code Execution Vulnerability,2022-08-18,2022-09-08,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-21971;  https://nvd.nist.gov/vuln/detail/CVE-2022-21971
CVE-2017-15944,Palo Alto Networks,PAN-OS,Palo Alto Networks PAN-OS Remote Code Execution Vulnerability,2022-08-18,2022-09-08,https://security.paloaltonetworks.com/CVE-2017-15944; https://nvd.nist.gov/vuln/detail/CVE-2017-15944
CVE-2022-27925,Synacor,Zimbra Collaboration Suite (ZCS),Synacor Zimbra Collaboration Suite (ZCS) Arbitrary File Upload Vulnerability,2022-08-11,2022-09-01,https://blog.zimbra.com/2022/08/authentication-bypass-in-mailboximportservlet-vulnerability/;  https://nvd.nist.gov/vuln/detail/CVE-2022-27925
CVE-2022-37042,Synacor,Zimbra Collaboration Suite (ZCS),Synacor Zimbra Collaboration Suite (ZCS) Authentication Bypass Vulnerability,2022-08-11,2022-09-01,https://blog.zimbra.com/2022/08/authentication-bypass-in-mailboximportservlet-vulnerability/;  https://nvd.nist.gov/vuln/detail/CVE-2022-37042
CVE-2022-34713,Microsoft,Windows,Microsoft Windows Support Diagnostic Tool (MSDT) Remote Code Execution Vulnerability,2022-08-09,2022-08-30,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-34713;  https://nvd.nist.gov/vuln/detail/CVE-2022-34713
CVE-2022-30333,RARLAB,UnRAR,RARLAB UnRAR Directory Traversal Vulnerability,2022-08-09,2022-08-30,Vulnerability updated with version 6.12. Accessing link will download update information: https://www.rarlab.com/rar/rarlinux-x32-612.tar.gz;  https://nvd.nist.gov/vuln/detail/CVE-2022-30333
CVE-2022-27924,Synacor,Zimbra Collaboration Suite (ZCS),Synacor Zimbra Collaboration Suite (ZCS) Command Injection Vulnerability,2022-08-04,2022-08-25,https://wiki.zimbra.com/wiki/Zimbra_Releases/9.0.0/P24.1#Security_Fixes;  https://nvd.nist.gov/vuln/detail/CVE-2022-27924
CVE-2022-26138,Atlassian,Confluence,Atlassian Questions For Confluence App Hard-coded Credentials Vulnerability,2022-07-29,2022-08-19,https://confluence.atlassian.com/doc/questions-for-confluence-security-advisory-2022-07-20-1142446709.html;  https://nvd.nist.gov/vuln/detail/CVE-2022-26138
CVE-2022-22047,Microsoft,Windows,Microsoft Windows Client Server Runtime Subsystem (CSRSS) Privilege Escalation Vulnerability,2022-07-12,2022-08-02,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-22047;  https://nvd.nist.gov/vuln/detail/CVE-2022-22047
CVE-2022-26925,Microsoft,Windows,Microsoft Windows LSA Spoofing Vulnerability,2022-07-01,2022-07-22,WARNING: This update is required on all Microsoft Windows endpoints but if deployed to domain controllers without additional configuration changes the update breaks PIV/CAC authentication. Read CISA implementation guidance carefully before deploying to domain controllers.;  https://nvd.nist.gov/vuln/detail/CVE-2022-26925
CVE-2022-29499,Mitel,MiVoice Connect,Mitel MiVoice Connect Data Validation Vulnerability,2022-06-27,2022-07-18,https://nvd.nist.gov/vuln/detail/CVE-2022-29499
CVE-2021-30533,Google,Chromium PopupBlocker,Google Chromium PopupBlocker Security Bypass Vulnerability,2022-06-27,2022-07-18,https://nvd.nist.gov/vuln/detail/CVE-2021-30533
CVE-2021-4034,Red Hat,Polkit,Red Hat Polkit Out-of-Bounds Read and Write Vulnerability,2022-06-27,2022-07-18,https://nvd.nist.gov/vuln/detail/CVE-2021-4034
CVE-2021-30983,Apple,iOS and iPadOS,Apple iOS and iPadOS Buffer Overflow Vulnerability,2022-06-27,2022-07-18,https://nvd.nist.gov/vuln/detail/CVE-2021-30983
CVE-2020-3837,Apple,Multiple Products,Apple Multiple Products Memory Corruption Vulnerability,2022-06-27,2022-07-18,https://nvd.nist.gov/vuln/detail/CVE-2020-3837
CVE-2020-9907,Apple,Multiple Products,Apple Multiple Products Memory Corruption Vulnerability,2022-06-27,2022-07-18,https://nvd.nist.gov/vuln/detail/CVE-2020-9907
CVE-2019-8605,Apple,Multiple Products,Apple Multiple Products Use-After-Free Vulnerability,2022-06-27,2022-07-18,https://nvd.nist.gov/vuln/detail/CVE-2019-8605
CVE-2018-4344,Apple,Multiple Products,Apple Multiple Products Memory Corruption Vulnerability,2022-06-27,2022-07-18,https://nvd.nist.gov/vuln/detail/CVE-2018-4344
CVE-2022-30190,Microsoft,Windows,Microsoft Windows Support Diagnostic Tool (MSDT) Remote Code Execution Vulnerability,2022-06-14,2022-07-05,https://nvd.nist.gov/vuln/detail/CVE-2022-30190
CVE-2021-38163,SAP,NetWeaver,SAP NetWeaver Unrestricted File Upload Vulnerability,2022-06-09,2022-06-30,https://nvd.nist.gov/vuln/detail/CVE-2021-38163
CVE-2016-2386,SAP,NetWeaver,SAP NetWeaver SQL Injection Vulnerability,2022-06-09,2022-06-30,https://nvd.nist.gov/vuln/detail/CVE-2016-2386
CVE-2016-2388,SAP,NetWeaver,SAP NetWeaver Information Disclosure Vulnerability,2022-06-09,2022-06-30,https://nvd.nist.gov/vuln/detail/CVE-2016-2388
CVE-2019-7195,QNAP,Photo Station,QNAP Photo Station Path Traversal Vulnerability,2022-06-08,2022-06-22,https://nvd.nist.gov/vuln/detail/CVE-2019-7195
CVE-2019-7194,QNAP,Photo Station,QNAP Photo Station Path Traversal Vulnerability,2022-06-08,2022-06-22,https://nvd.nist.gov/vuln/detail/CVE-2019-7194
CVE-2019-7193,QNAP,QTS,QNAP QTS Improper Input Validation Vulnerability,2022-06-08,2022-06-22,https://nvd.nist.gov/vuln/detail/CVE-2019-7193
CVE-2019-7192,QNAP,Photo Station,QNAP Photo Station Improper Access Control Vulnerability,2022-06-08,2022-06-22,https://nvd.nist.gov/vuln/detail/CVE-2019-7192
CVE-2019-5825,Google,Chromium V8,Google Chromium V8 Out-of-Bounds Write Vulnerability,2022-06-08,2022-06-22,https://nvd.nist.gov/vuln/detail/CVE-2019-5825
CVE-2019-15271,Cisco,RV Series Routers,Cisco RV Series Routers Deserialization of Untrusted Data Vulnerability,2022-06-08,2022-06-22,https://nvd.nist.gov/vuln/detail/CVE-2019-15271
CVE-2018-6065,Google,Chromium V8,Google Chromium V8 Integer Overflow Vulnerability,2022-06-08,2022-06-22,https://nvd.nist.gov/vuln/detail/CVE-2018-6065
CVE-2018-4990,Adobe,Acrobat and Reader,Adobe Acrobat and Reader Double Free Vulnerability,2022-06-08,2022-06-22,https://nvd.nist.gov/vuln/detail/CVE-2018-4990
CVE-2018-17480,Google,Chromium V8,Google Chromium V8 Out-of-Bounds Write Vulnerability,2022-06-08,2022-06-22,https://nvd.nist.gov/vuln/detail/CVE-2018-17480
CVE-2018-17463,Google,Chromium V8,Google Chromium V8 Remote Code Execution Vulnerability,2022-06-08,2022-06-22,https://nvd.nist.gov/vuln/detail/CVE-2018-17463
CVE-2017-6862,NETGEAR,Multiple Devices,NETGEAR Multiple Devices Buffer Overflow Vulnerability,2022-06-08,2022-06-22,https://nvd.nist.gov/vuln/detail/CVE-2017-6862
CVE-2017-5070,Google,Chromium V8,Google Chromium V8 Type Confusion Vulnerability,2022-06-08,2022-06-22,https://nvd.nist.gov/vuln/detail/CVE-2017-5070
CVE-2017-5030,Google,Chromium V8,Google Chromium V8 Memory Corruption Vulnerability,2022-06-08,2022-06-22,https://nvd.nist.gov/vuln/detail/CVE-2017-5030
CVE-2016-5198,Google,Chromium V8,Google Chromium V8 Out-of-Bounds Memory Vulnerability,2022-06-08,2022-06-22,https://nvd.nist.gov/vuln/detail/CVE-2016-5198
CVE-2016-1646,Google,Chromium V8,Google Chromium V8 Out-of-Bounds Read Vulnerability,2022-06-08,2022-06-22,https://nvd.nist.gov/vuln/detail/CVE-2016-1646
CVE-2013-1331,Microsoft,Office,Microsoft Office Buffer Overflow Vulnerability,2022-06-08,2022-06-22,https://nvd.nist.gov/vuln/detail/CVE-2013-1331
CVE-2012-5054,Adobe,Flash Player,Adobe Flash Player Integer Overflow Vulnerability,2022-06-08,2022-06-22,https://nvd.nist.gov/vuln/detail/CVE-2012-5054
CVE-2012-4969,Microsoft,Internet Explorer,Microsoft Internet Explorer Use-After-Free Vulnerability,2022-06-08,2022-06-22,https://nvd.nist.gov/vuln/detail/CVE-2012-4969
CVE-2012-1889,Microsoft,XML Core Services,Microsoft XML Core Services Memory Corruption Vulnerability,2022-06-08,2022-06-22,https://nvd.nist.gov/vuln/detail/CVE-2012-1889
CVE-2012-0767,Adobe,Flash Player,Adobe Flash Player Cross-Site Scripting (XSS) Vulnerability,2022-06-08,2022-06-22,https://nvd.nist.gov/vuln/detail/CVE-2012-0767
CVE-2012-0754,Adobe,Flash Player,Adobe Flash Player Memory Corruption Vulnerability,2022-06-08,2022-06-22,https://nvd.nist.gov/vuln/detail/CVE-2012-0754
CVE-2012-0151,Microsoft,Windows,Microsoft Windows Authenticode Signature Verification Remote Code Execution Vulnerability,2022-06-08,2022-06-22,https://nvd.nist.gov/vuln/detail/CVE-2012-0151
CVE-2011-2462,Adobe,Acrobat and Reader,Adobe Acrobat and Reader Universal 3D Memory Corruption Vulnerability,2022-06-08,2022-06-22,https://nvd.nist.gov/vuln/detail/CVE-2011-2462
CVE-2011-0609,Adobe,Flash Player,Adobe Flash Player Unspecified Vulnerability,2022-06-08,2022-06-22,https://nvd.nist.gov/vuln/detail/CVE-2011-0609
CVE-2010-2883,Adobe,Acrobat and Reader,Adobe Acrobat and Reader Stack-Based Buffer Overflow Vulnerability,2022-06-08,2022-06-22,https://nvd.nist.gov/vuln/detail/CVE-2010-2883
CVE-2010-2572,Microsoft,PowerPoint,Microsoft PowerPoint Buffer Overflow Vulnerability,2022-06-08,2022-06-22,https://nvd.nist.gov/vuln/detail/CVE-2010-2572
CVE-2010-1297,Adobe,Flash Player,Adobe Flash Player Memory Corruption Vulnerability,2022-06-08,2022-06-22,https://nvd.nist.gov/vuln/detail/CVE-2010-1297
CVE-2009-4324,Adobe,Acrobat and Reader,Adobe Acrobat and Reader Use-After-Free Vulnerability,2022-06-08,2022-06-22,https://nvd.nist.gov/vuln/detail/CVE-2009-4324
CVE-2009-3953,Adobe,Acrobat and Reader,Adobe Acrobat and Reader Universal 3D Remote Code Execution Vulnerability,2022-06-08,2022-06-22,https://nvd.nist.gov/vuln/detail/CVE-2009-3953
CVE-2009-1862,Adobe,"Acrobat and Reader, Flash Player","Adobe Acrobat and Reader, Flash Player Unspecified Vulnerability",2022-06-08,2022-06-22,https://nvd.nist.gov/vuln/detail/CVE-2009-1862
CVE-2009-0563,Microsoft,Office,Microsoft Office Buffer Overflow Vulnerability,2022-06-08,2022-06-22,https://nvd.nist.gov/vuln/detail/CVE-2009-0563
CVE-2009-0557,Microsoft,Office,Microsoft Office Object Record Corruption Vulnerability,2022-06-08,2022-06-22,https://nvd.nist.gov/vuln/detail/CVE-2009-0557
CVE-2008-0655,Adobe,Acrobat and Reader,Adobe Acrobat and Reader Unspecified Vulnerability,2022-06-08,2022-06-22,https://nvd.nist.gov/vuln/detail/CVE-2008-0655
CVE-2007-5659,Adobe,Acrobat and Reader,Adobe Acrobat and Reader Buffer Overflow Vulnerability,2022-06-08,2022-06-22,https://nvd.nist.gov/vuln/detail/CVE-2007-5659
CVE-2006-2492,Microsoft,Word,Microsoft Word Malformed Object Pointer Vulnerability,2022-06-08,2022-06-22,https://nvd.nist.gov/vuln/detail/CVE-2006-2492
CVE-2022-26134,Atlassian,Confluence Server/Data Center,Atlassian Confluence Server and Data Center Remote Code Execution Vulnerability,2022-06-02,2022-06-06,https://nvd.nist.gov/vuln/detail/CVE-2022-26134
CVE-2019-3010,Oracle,Solaris,Oracle Solaris Privilege Escalation Vulnerability,2022-05-25,2022-06-15,https://nvd.nist.gov/vuln/detail/CVE-2019-3010
CVE-2016-3393,Microsoft,Windows,Microsoft Windows Graphics Device Interface (GDI) Remote Code Execution Vulnerability,2022-05-25,2022-06-15,https://nvd.nist.gov/vuln/detail/CVE-2016-3393
CVE-2016-7256,Microsoft,Windows,Microsoft Windows Open Type Font Remote Code Execution Vulnerability,2022-05-25,2022-06-15,https://nvd.nist.gov/vuln/detail/CVE-2016-7256
CVE-2016-1010,Adobe,Flash Player and AIR,Adobe Flash Player and AIR Integer Overflow Vulnerability,2022-05-25,2022-06-15,https://nvd.nist.gov/vuln/detail/CVE-2016-1010
CVE-2016-0984,Adobe,Flash Player and AIR,Adobe Flash Player and AIR Use-After-Free Vulnerability,2022-05-25,2022-06-15,https://nvd.nist.gov/vuln/detail/CVE-2016-0984
CVE-2016-0034,Microsoft,Silverlight,Microsoft Silverlight Runtime Remote Code Execution Vulnerability,2022-05-25,2022-06-15,https://nvd.nist.gov/vuln/detail/CVE-2016-0034
CVE-2015-0310,Adobe,Flash Player,Adobe Flash Player ASLR Bypass Vulnerability,2022-05-25,2022-06-15,https://nvd.nist.gov/vuln/detail/CVE-2015-0310
CVE-2015-0016,Microsoft,Windows,Microsoft Windows TS WebProxy Directory Traversal Vulnerability,2022-05-25,2022-06-15,https://nvd.nist.gov/vuln/detail/CVE-2015-0016
CVE-2015-0071,Microsoft,Internet Explorer,Microsoft Internet Explorer ASLR Bypass Vulnerability,2022-05-25,2022-06-15,https://nvd.nist.gov/vuln/detail/CVE-2015-0071
CVE-2015-2360,Microsoft,Win32k,Microsoft Win32k Privilege Escalation Vulnerability,2022-05-25,2022-06-15,https://nvd.nist.gov/vuln/detail/CVE-2015-2360
CVE-2015-2425,Microsoft,Internet Explorer,Microsoft Internet Explorer Memory Corruption Vulnerability,2022-05-25,2022-06-15,https://nvd.nist.gov/vuln/detail/CVE-2015-2425
CVE-2015-1769,Microsoft,Windows,Microsoft Windows Mount Manager Privilege Escalation Vulnerability,2022-05-25,2022-06-15,https://nvd.nist.gov/vuln/detail/CVE-2015-1769
CVE-2015-4495,Mozilla,Firefox,Mozilla Firefox Security Feature Bypass Vulnerability,2022-05-25,2022-06-15,https://nvd.nist.gov/vuln/detail/CVE-2015-4495
CVE-2015-8651,Adobe,Flash Player,Adobe Flash Player Integer Overflow Vulnerability,2022-05-25,2022-06-15,https://nvd.nist.gov/vuln/detail/CVE-2015-8651
CVE-2015-6175,Microsoft,Windows,Microsoft Windows Kernel Privilege Escalation Vulnerability,2022-05-25,2022-06-15,https://nvd.nist.gov/vuln/detail/CVE-2015-6175
CVE-2015-1671,Microsoft,Windows,Microsoft Windows Remote Code Execution Vulnerability,2022-05-25,2022-06-15,https://nvd.nist.gov/vuln/detail/CVE-2015-1671
CVE-2014-4148,Microsoft,Windows,Microsoft Windows Remote Code Execution Vulnerability,2022-05-25,2022-06-15,https://nvd.nist.gov/vuln/detail/CVE-2014-4148
CVE-2014-8439,Adobe,Flash Player,Adobe Flash Player Dereferenced Pointer Vulnerability,2022-05-25,2022-06-15,https://nvd.nist.gov/vuln/detail/CVE-2014-8439
CVE-2014-4123,Microsoft,Internet Explorer,Microsoft Internet Explorer Privilege Escalation Vulnerability,2022-05-25,2022-06-15,https://nvd.nist.gov/vuln/detail/CVE-2014-4123
CVE-2014-0546,Adobe,Acrobat and Reader,Adobe Acrobat and Reader Sandbox Bypass Vulnerability,2022-05-25,2022-06-15,https://nvd.nist.gov/vuln/detail/CVE-2014-0546
CVE-2014-2817,Microsoft,Internet Explorer,Microsoft Internet Explorer Privilege Escalation Vulnerability,2022-05-25,2022-06-15,https://nvd.nist.gov/vuln/detail/CVE-2014-2817
CVE-2014-4077,Microsoft,Input Method Editor (IME) Japanese,Microsoft IME Japanese Privilege Escalation Vulnerability,2022-05-25,2022-06-15,https://nvd.nist.gov/vuln/detail/CVE-2014-4077
CVE-2014-3153,Linux,Kernel,Linux Kernel Privilege Escalation Vulnerability,2022-05-25,2022-06-15,https://nvd.nist.gov/vuln/detail/CVE-2014-3153
CVE-2013-7331,Microsoft,Internet Explorer,Microsoft Internet Explorer Information Disclosure Vulnerability,2022-05-25,2022-06-15,https://nvd.nist.gov/vuln/detail/CVE-2013-7331
CVE-2013-3993,IBM,InfoSphere BigInsights,IBM InfoSphere BigInsights Invalid Input Vulnerability,2022-05-25,2022-06-15,https://nvd.nist.gov/vuln/detail/CVE-2013-3993
CVE-2013-3896,Microsoft,Silverlight,Microsoft Silverlight Information Disclosure Vulnerability,2022-05-25,2022-06-15,https://nvd.nist.gov/vuln/detail/CVE-2013-3896
CVE-2013-2423,Oracle,Java Runtime Environment (JRE),Oracle JRE Unspecified Vulnerability,2022-05-25,2022-06-15,https://nvd.nist.gov/vuln/detail/CVE-2013-2423
CVE-2013-0431,Oracle,Java Runtime Environment (JRE),Oracle JRE Sandbox Bypass Vulnerability,2022-05-25,2022-06-15,https://nvd.nist.gov/vuln/detail/CVE-2013-0431
CVE-2013-0422,Oracle,Java Runtime Environment (JRE),Oracle JRE Remote Code Execution Vulnerability,2022-05-25,2022-06-15,https://nvd.nist.gov/vuln/detail/CVE-2013-0422
CVE-2013-0074,Microsoft,Silverlight,Microsoft Silverlight Double Dereference Vulnerability,2022-05-25,2022-06-15,https://nvd.nist.gov/vuln/detail/CVE-2013-0074
CVE-2012-1710,Oracle,Fusion Middleware,Oracle Fusion Middleware Unspecified Vulnerability,2022-05-25,2022-06-15,https://nvd.nist.gov/vuln/detail/CVE-2012-1710
CVE-2010-1428,Red Hat,JBoss,Red Hat JBoss Information Disclosure Vulnerability,2022-05-25,2022-06-15,https://nvd.nist.gov/vuln/detail/CVE-2010-1428
CVE-2010-0840,Oracle,Java Runtime Environment (JRE),Oracle JRE Unspecified Vulnerability,2022-05-25,2022-06-15,https://nvd.nist.gov/vuln/detail/CVE-2010-0840
CVE-2010-0738,Red Hat,JBoss,Red Hat JBoss Authentication Bypass Vulnerability,2022-05-25,2022-06-15,https://nvd.nist.gov/vuln/detail/CVE-2010-0738
CVE-2018-8611,Microsoft,Windows,Microsoft Windows Kernel Privilege Escalation Vulnerability,2022-05-24,2022-06-14,https://nvd.nist.gov/vuln/detail/CVE-2018-8611
CVE-2018-19953,QNAP,Network Attached Storage (NAS),QNAP NAS File Station Cross-Site Scripting Vulnerability,2022-05-24,2022-06-14,https://nvd.nist.gov/vuln/detail/CVE-2018-19953
CVE-2018-19949,QNAP,Network Attached Storage (NAS),QNAP NAS File Station Command Injection Vulnerability,2022-05-24,2022-06-14,https://nvd.nist.gov/vuln/detail/CVE-2018-19949
CVE-2018-19943,QNAP,Network Attached Storage (NAS),QNAP NAS File Station Cross-Site Scripting Vulnerability,2022-05-24,2022-06-14,https://nvd.nist.gov/vuln/detail/CVE-2018-19943
CVE-2017-0147,Microsoft,SMBv1 server,Microsoft Windows SMBv1 Information Disclosure Vulnerability,2022-05-24,2022-06-14,https://nvd.nist.gov/vuln/detail/CVE-2017-0147
CVE-2017-0022,Microsoft,XML Core Services,Microsoft XML Core Services Information Disclosure Vulnerability,2022-05-24,2022-06-14,https://nvd.nist.gov/vuln/detail/CVE-2017-0022
CVE-2017-0005,Microsoft,Windows,Microsoft Windows Graphics Device Interface (GDI) Privilege Escalation Vulnerability,2022-05-24,2022-06-14,https://nvd.nist.gov/vuln/detail/CVE-2017-0005
CVE-2017-0149,Microsoft,Internet Explorer,Microsoft Internet Explorer Memory Corruption Vulnerability,2022-05-24,2022-06-14,https://nvd.nist.gov/vuln/detail/CVE-2017-0149
CVE-2017-0210,Microsoft,Internet Explorer,Microsoft Internet Explorer Privilege Escalation Vulnerability,2022-05-24,2022-06-14,https://nvd.nist.gov/vuln/detail/CVE-2017-0210
CVE-2017-8291,Artifex,Ghostscript,Artifex Ghostscript Type Confusion Vulnerability,2022-05-24,2022-06-14,https://nvd.nist.gov/vuln/detail/CVE-2017-8291
CVE-2017-8543,Microsoft,Windows,Microsoft Windows Search Remote Code Execution Vulnerability,2022-05-24,2022-06-14,https://nvd.nist.gov/vuln/detail/CVE-2017-8543
CVE-2017-18362,Kaseya,Virtual System/Server Administrator (VSA),Kaseya VSA SQL Injection Vulnerability,2022-05-24,2022-06-14,https://nvd.nist.gov/vuln/detail/CVE-2017-18362
CVE-2016-0162,Microsoft,Internet Explorer,Microsoft Internet Explorer Information Disclosure Vulnerability,2022-05-24,2022-06-14,https://nvd.nist.gov/vuln/detail/CVE-2016-0162
CVE-2016-3351,Microsoft,Internet Explorer and Edge,Microsoft Internet Explorer and Edge Information Disclosure Vulnerability,2022-05-24,2022-06-14,https://nvd.nist.gov/vuln/detail/CVE-2016-3351
